Name,Type,Attunement,Price,Source,Damage,Description
Ice Sickle,Weapon (sickle),No,400 GP,GSB,Cold,"Ice Sickle is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Illusionist's Gambit,Wondrous Item,No,400 GP,GSB,-,"Illusionist's Gambit is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Immovable Rod,Rod,-,400 GP,DMG,Force,Pressing the button causes this rod to become magically fixed in place until released or overcome by extreme force.
Incendiary Caltrops,Wondrous Item,No,400 GP,GSB,-,"Incendiary Caltrops is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Incognito Cane,Wondrous item,No,400 GP,GSB,-,"Incognito Cane is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Incredible Mending Tape,Wondrous Item,No,400 GP,GSB,-,"Incredible Mending Tape is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Inferno Rope,Wondrous Item,No,400 GP,GSB,Fire,"Inferno Rope is an enchanted rope or cord with unusual movement, binding, climbing, or utility properties."
Infiltrator's Lantern,Wondrous Item,No,400 GP,GSB,-,"Infiltrator's Lantern produces or manipulates magical light and may reveal, ward against, or affect creatures within its illumination."
Inking Seahorn,Wondrous Item,Yes,400 GP,GSB,-,Inking Seahorn is a magical instrument that creates a limited supernatural effect when played.
Inspector's Silverware,Wondrous Item,No,400 GP,GSB,-,"Inspector's Silverware is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Instant Tablecloth,Wondrous Item,No,400 GP,GSB,-,"Instant Tablecloth is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Instrument of the Bards (Uncommon),Wondrous Item,Attunement,Varies,DMG,Varies,"This magical instrument can cast a set of spells, with additional spells determined by the instrument's type. A bard attuned to it also makes charm effects created by spells cast through the instrument harder to resist."
Insult Slinger,Weapon (sling),Yes,400 GP,GSB,Weapon's normal damage,"Insult Slinger is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Invisibility Powder,Wondrous Item,No,400 GP,GSB,-,"Invisibility Powder is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Ironleaf Oaken Shield,Armor (shield),Yes-Druid,400 GP,GSB,-,"Ironleaf Oaken Shield is enchanted armor that grants a special defensive, movement, sensory, or environmental benefit related to its theme."
Ironshod Trotters,Wondrous Item,Yes,400 GP,GSB,-,"Ironshod Trotters is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Jackalope's Foot,Wondrous Item,No,400 GP,GSB,-,"Jackalope's Foot is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Jailbreaker's Wand,Wand,No,400 GP,GSB,-,Jailbreaker's Wand is a magical wand with a limited-use spell-like or supernatural effect that reflects its name.
Javelin of Lightning,Weapon,-,B+400 GP,DMG,Lightning plus piercing,"When thrown with its command word, the javelin becomes a bolt of lightning before returning to normal."
Jo'Catian Denier,"Weapon (scimitar, shortsword, or longsword)",Yes-Neutral Aligned,400 GP,GSB,Weapon's normal damage,"Jo'Catian Denier is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Jo'Catian Rebuker,Armor (shield),No,400 GP,GSB,-,"Jo'Catian Rebuker is enchanted armor that grants a special defensive, movement, sensory, or environmental benefit related to its theme."
Jolting Ring,Ring,No,400 GP,GSB,Lightning,Jolting Ring is a magical ring that grants its wearer a limited supernatural ability or passive benefit reflecting the ring's theme.
Kegger's Helm,Wondrous Item,Yes,400 GP,GSB,-,"Kegger's Helm is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Keoghtom's Ointment,Wondrous Item,-,200 GP,DMG,Poison,Applying a dose heals hit points and can cure poison and disease.
Kestra's Task List,Wondrous Item,No,400 GP,GSB,-,"Kestra's Task List is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Kestras Bent Spoon,Wondrous Item,No,400 GP,GSB,-,"Kestras Bent Spoon is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Keycoin,Wondrous Item,No,400 GP,GSB,-,"Keycoin is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Kindle Egg Sugarbombs,Wondrous Item,No,400 GP,GSB,-,"Kindle Egg Sugarbombs is enchanted armor that grants a special defensive, movement, sensory, or environmental benefit related to its theme."
Knocking Boots,Wondrous Item,No,400 GP,GSB,-,Knocking Boots is magical footwear that enhances movement or grants a terrain- or travel-related supernatural benefit.
Kobold Diviner's Amulet,Wondrous Item,No,400 GP,GSB,-,"Kobold Diviner's Amulet is a magical neck-worn item that provides a protective, sensory, restorative, or spell-like benefit while worn."
Kobold Diviner's Hand,Wondrous Item,No,400 GP,GSB,Radiant,"Kobold Diviner's Hand is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Krakens Whip,Weapon (whip),No,400 GP,GSB,Weapon's normal damage,"Krakens Whip is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Lantern of Revealing,Wondrous Item,-,400 GP,DMG,-,"While lit, this lantern reveals invisible creatures and objects within its bright light."
Last Rites,Weapon (pistol),No,400 GP,GSB,Weapon's normal damage,"Last Rites is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Ledger Scroll,Scroll,No,400 GP,GSB,-,"Ledger Scroll is an uncommon magical scroll that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Legion of Brass Katars,Weapon (dagger),No,400 GP,GSB,Weapon's normal damage,"Legion of Brass Katars is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Liars Lyre,Wondrous Item,Yes-Bard,400 GP,GSB,-,"Liars Lyre is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Life Tether Ankh,Wondrous Item,No,400 GP,GSB,-,"Life Tether Ankh is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Lightning Caltrops,Wondrous Item,No,400 GP,GSB,Lightning,"Lightning Caltrops is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Lightning Rod Ammunition,Weapon (any ammunition),No,400 GP,GSB,Lightning,"Lightning Rod Ammunition is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Lightsplitter Javelin,Weapon (javelin),Yes,400 GP,GSB,Weapon's normal damage,"Lightsplitter Javelin is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Lion Door Guardian,Wondrous Item,No,400 GP,GSB,-,Lion Door Guardian is a magical shield that protects its bearer and provides an additional reactive or defensive magical effect.
Lionheart Armor,"Armor (medium, heavy)",Yes,400 GP,GSB,-,"Lionheart Armor is enchanted armor that grants a special defensive, movement, sensory, or environmental benefit related to its theme."
Locket of the Stolen Heart,Wondrous Item,Yes,400 GP,GSB,-,"Locket of the Stolen Heart is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Locking Key,Wondrous Item,No,400 GP,GSB,-,"Locking Key is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Locklinks,Wondrous Item,No,400 GP,GSB,-,"Locklinks is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Locksmiths Bane,Wondrous Item,No,400 GP,GSB,-,"Locksmiths Bane is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Lodestone Bolts,Weapon (crossbow bolt),No,400 GP,GSB,Weapon's normal damage,"Lodestone Bolts is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Luckleaf,Wondrous Item,No,400 GP,GSB,-,"Luckleaf is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Lucky Bell,Wondrous Item,No,400 GP,GSB,-,Lucky Bell is a magical instrument that creates a limited supernatural effect when played.
Lucky Bowl,Wondrous Item,No,400 GP,GSB,Weapon's normal damage,"Lucky Bowl is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Lucky Golden Tooth,Wondrous Item,Yes,400 GP,GSB,-,"Lucky Golden Tooth is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Luna Moth Cape,Wondrous Item,Yes,400 GP,GSB,-,"Luna Moth Cape is a magical garment that grants a protective, movement, concealment, or transformation effect while worn."
Lunchbox of Plenty,Wondrous Item,No,400 GP,GSB,-,"Lunchbox of Plenty is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Lupine Mask,Wondrous Item,No,400 GP,GSB,-,"Lupine Mask is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Mace of the Pumpkin King,Weapon (mace),No,400 GP,GSB,Weapon's normal damage,"Mace of the Pumpkin King is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Mage Arrow,Weapon (arrow),,400 GP,GSB,Weapon's normal damage,"Mage Arrow is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Magentan Sun-Saw,Weapon (scimitar),Yes,400 GP,GSB,Weapon's normal damage,"Magentan Sun-Saw is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Magic Pocket,Wondrous Item,No,400 GP,GSB,-,"Magic Pocket is a magical container with unusual storage, conjuration, retrieval, or utility properties."
Majordomo Staff,Staff,No,400 GP,GSB,-,Majordomo Staff is a magical staff that combines use as a weapon or focus with a limited themed magical ability.
Mammoth Boots,Wondrous Item,No,400 GP,GSB,-,Mammoth Boots is magical footwear that enhances movement or grants a terrain- or travel-related supernatural benefit.
Mandible Bident,Weapon (trident),Yes,400 GP,GSB,Weapon's normal damage,"Mandible Bident is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Mantle of Shrunken Stature,Wondrous Item,No,400 GP,GSB,-,"Mantle of Shrunken Stature is a magical garment that grants a protective, movement, concealment, or transformation effect while worn."
Mariner's Armor,Armor,-,B+400 GP,DMG,-,"Mariner's Armor is enchanted armor that grants a special defensive, movement, sensory, or environmental benefit related to its theme."
Marlin Lunger,Weapon (rapier),Yes,400 GP,GSB,Weapon's normal damage,"Marlin Lunger is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Marlinspike Flail,Weapon (flail),No,400 GP,GSB,Weapon's normal damage,"Marlinspike Flail is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Mask of the Lion,Wondrous Item,Yes,400 GP,GSB,-,"Mask of the Lion is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Mask of the Mimic,Wondrous Item,Yes,400 GP,GSB,-,"Mask of the Mimic is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Mask of the Pact Bearer,Wondrous Item,Yes-Warlock,400 GP,GSB,-,"Mask of the Pact Bearer is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Matador's Blade,Weapon (rapier or shortsword),Yes-Bard,400 GP,GSB,Weapon's normal damage,"Matador's Blade is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Matador's Blade,Weapon (rapier or shortsword),Yes-Bard,400 GP,GSB,Weapon's normal damage,"Matador's Blade is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Matador's Cape,Wondrous Item,Yes-Bard,400 GP,GSB,-,"Matador's Cape is a magical garment that grants a protective, movement, concealment, or transformation effect while worn."
Matador's Cape,Wondrous item,Yes-Bard,400 GP,GSB,-,"Matador's Cape is a magical garment that grants a protective, movement, concealment, or transformation effect while worn."
Mechanical Wonder (Uncommon),Wondrous Item,-,Varies,FRHoF,-,"Mechanical Wonder is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Medallion of Thoughts,Wondrous Item,Attunement,400 GP,DMG,Psychic,This medallion has charges that let you cast detect thoughts.
Medium's Rod,Rod,Yes-Spellcaster,400 GP,GSB,-,Medium's Rod is a magical rod or baton that can be activated to produce a specialized utility or combat effect.
Medusan Signet,Ring,Yes,400 GP,GSB,-,Medusan Signet is a magical ring that grants its wearer a limited supernatural ability or passive benefit reflecting the ring's theme.
Mental Marbles,Wondrous Item,No,400 GP,GSB,-,"Mental Marbles is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Mercenary's Pauldron,Wondrous Item,Yes,400 GP,GSB,-,"Mercenary's Pauldron is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Mermaid Trousers,Wondrous Item,No,400 GP,GSB,-,"Mermaid Trousers is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Midnight Oil,Wondrous Item,No,400 GP,GSB,-,"Midnight Oil is a consumable magical preparation that grants a temporary restorative, transformative, protective, or utility effect when used."
Mighty Falconer's Mitt,Wondrous Item,Yes,400 GP,GSB,-,"Mighty Falconer's Mitt is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Mimic Ink,Wondrous item,No,400 GP,GSB,-,"Mimic Ink is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Mimicloak,Wondrous Item,No,400 GP,GSB,-,"Mimicloak is a magical garment that grants a protective, movement, concealment, or transformation effect while worn."
Mind Sharpener,Ring,Attunement,400 GP,EFotA,Psychic,Mind Sharpener is a magical ring that grants its wearer a limited supernatural ability or passive benefit reflecting the ring's theme.
Mini Magmin Mortar,Wondrous Item,No,400 GP,GSB,-,"Mini Magmin Mortar is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Miniature Mage's Magic Hand,Wondrous Item,No,400 GP,GSB,-,"Miniature Mage's Magic Hand is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Mirage Leathers,Armor (leather),Yes,400 GP,GSB,-,"Mirage Leathers is enchanted armor that grants a special defensive, movement, sensory, or environmental benefit related to its theme."
Mirrorlight Harbinger,Staff,Yes-Spellcaster,400 GP,GSB,-,Mirrorlight Harbinger is a magical staff that combines use as a weapon or focus with a limited themed magical ability.
Mithral Armor,Armor,-,B+400 GP,DMG,-,This unusually light armor removes normal Strength requirements and does not impose disadvantage on Stealth checks.
Mithral Beast Charms,Wondrous Item,No,400 GP,GSB,-,"Mithral Beast Charms is a small magical charm that grants a limited protective, utility, or luck-related benefit."
Mockingblade,Weapon (shortsword),Yes-Bard,400 GP,GSB,Weapon's normal damage,"Mockingblade is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Moonlighter's Masquerade,Wondrous Item,Yes,400 GP,GSB,-,"Moonlighter's Masquerade is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Moonwick Candle,Wondrous Item,No,400 GP,GSB,-,"Moonwick Candle is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Mourningsteel Ghost Candle,Wondrous Item,Yes,400 GP,GSB,-,"Mourningsteel Ghost Candle is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Mousetrap Explosive,Wondrous Item,No,400 GP,GSB,-,"Mousetrap Explosive is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Murk Blowgun,Weapon (blowgun),No,400 GP,GSB,Weapon's normal damage,"Murk Blowgun is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Mycelial Staff,Staff,No,400 GP,GSB,-,Mycelial Staff is a magical staff that combines use as a weapon or focus with a limited themed magical ability.
Nature's Mantle,Wondrous Item,Attunement,400 GP,DMG,-,"Nature's Mantle is a magical garment that grants a protective, movement, concealment, or transformation effect while worn."
Necklace of Adaptation,Wondrous Item,Attunement,400 GP,DMG,-,"While wearing this necklace, you can breathe normally in any environment and have advantage against harmful gases and vapors."
Necromancer's Cuff,Wondrous Item,Yes,400 GP,GSB,-,"Necromancer's Cuff is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Night Owl's Half-Moon Spectacles,Wondrous Item,Yes,400 GP,GSB,-,"Night Owl's Half-Moon Spectacles is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Nimblewrap Roll,Wondrous Item,No,400 GP,GSB,-,"Nimblewrap Roll is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
No-Stones,Wondrous Item,No,400 GP,GSB,-,No-Stones is a magical stone or crystal that stores or releases a limited supernatural effect.
Ogramau's Glass Eye,Wondrous Item,Yes,400 GP,GSB,-,"Ogramau's Glass Eye is a magical visual aid that enhances sight or grants a special way to perceive creatures, objects, or hidden details."
Oil of Reanimation,Potion,No,200 GP,GSB,-,"Oil of Reanimation is a consumable magical preparation that grants a temporary restorative, transformative, protective, or utility effect when used."
Oil of Slipperiness,Potion,-,200 GP,DMG,-,This oil can grant freedom of movement or create a magically slippery area.
Oil of Superior Mending,Potion,No,200 GP,GSB,-,"Oil of Superior Mending is a consumable magical preparation that grants a temporary restorative, transformative, protective, or utility effect when used."
Ol' Stumpy,Weapon (maul),No,400 GP,GSB,Weapon's normal damage,"Ol' Stumpy is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Oozo,Potion,No,200 GP,GSB,-,"Oozo is an uncommon magical potion that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Orcam's Razor,Weapon (handaxe),No,400 GP,GSB,Weapon's normal damage,"Orcam's Razor is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Orner's Venomous Crossbow,"Weapon (crossbow, hand)",Yes,400 GP,GSB,Poison,"Orner's Venomous Crossbow is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Otyugh Cloak,Wondrous Item,Yes,400 GP,GSB,-,"Otyugh Cloak is a magical garment that grants a protective, movement, concealment, or transformation effect while worn."
Overseer's Spade,Wondrous Item,No,400 GP,GSB,-,"Overseer's Spade is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Overshield,Armor (shield),Yes,400 GP,GSB,-,"Overshield is enchanted armor that grants a special defensive, movement, sensory, or environmental benefit related to its theme."
Owlbear Leather Armor,Armor (leather),Yes,400 GP,GSB,-,"Owlbear Leather Armor is enchanted armor that grants a special defensive, movement, sensory, or environmental benefit related to its theme."
Owlbear-Fletched Arrow,Weapon (arrow),No,400 GP,GSB,Weapon's normal damage,"Owlbear-Fletched Arrow is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Pack of Levibubble Sugarbombs,Wondrous Item,No,400 GP,GSB,-,"Pack of Levibubble Sugarbombs is enchanted armor that grants a special defensive, movement, sensory, or environmental benefit related to its theme."
Pact Card (Uncommon),Wondrous Item,No,400 GP,GSB,-,"Pact Card is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Pactbound Armor,Armor (any light),Yes-Warlock,400 GP,GSB,-,"Pactbound Armor is enchanted armor that grants a special defensive, movement, sensory, or environmental benefit related to its theme."
Parting Shot,Weapon (musket or pistol),No,400 GP,GSB,Weapon's normal damage,"Parting Shot is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Pearl of Power,Wondrous Item,Attunement,400 GP,DMG,-,"Once per day, a spellcaster can use this pearl to recover one expended spell slot of up to 3rd level."
Pearlers Blade,Weapon (dagger),No,400 GP,GSB,Weapon's normal damage,"Pearlers Blade is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Pegasus Quill,Wondrous Item,No,400 GP,GSB,-,"Pegasus Quill is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Pendant of Thieves Sight,Wondrous Item,No,400 GP,GSB,-,"Pendant of Thieves Sight is a magical neck-worn item that provides a protective, sensory, restorative, or spell-like benefit while worn."
Peppermince Sugarbombs,Wondrous Item,No,400 GP,GSB,-,"Peppermince Sugarbombs is enchanted armor that grants a special defensive, movement, sensory, or environmental benefit related to its theme."
Periapt of Health,Wondrous Item,Attunement,400 GP,DMG,-,"While wearing this pendant, you are immune to contracting diseases."
Periapt of Wound Closure,Wondrous Item,Attunement,400 GP,DMG,Cold,"While wearing this pendant, you stabilize automatically when dying and regain extra hit points when spending Hit Dice."
Petal Dancer Ward,Wondrous Item,Yes,400 GP,GSB,-,"Petal Dancer Ward is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Philter of Love,Potion,-,200 GP,DMG,-,A creature that drinks this potion becomes charmed by the next creature it sees for a limited time.
Phosphor Arrow,Weapon (a bolt or arrow),No,400 GP,GSB,Weapon's normal damage,"Phosphor Arrow is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Picker's Pockets,Ring,No,400 GP,GSB,-,Picker's Pockets is a magical ring that grants its wearer a limited supernatural ability or passive benefit reflecting the ring's theme.
Pipe of the Mermaid,Wondrous Item,No,400 GP,GSB,-,"Pipe of the Mermaid is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Pipes of Haunting,Wondrous Item,-,400 GP,DMG,-,These pipes can frighten nearby creatures that hear their eerie music.
Pipes of Pestilence,Wondrous Item,Attunement,400 GP,WtHC,-,Pipes of Pestilence is a magical instrument that creates a limited supernatural effect when played.
Pipes of the Sewers,Wondrous Item,Attunement,400 GP,DMG,-,These pipes can attract and influence swarms of rats.
Pisces Shield,Armor (shield),No,400 GP,GSB,-,"Pisces Shield is enchanted armor that grants a special defensive, movement, sensory, or environmental benefit related to its theme."
Pistol of Paint,Weapon (pistol),Yes,400 GP,GSB,Weapon's normal damage,"Pistol of Paint is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Pocket Poppet,Wondrous Item,No,400 GP,GSB,-,"Pocket Poppet is a magical container with unusual storage, conjuration, retrieval, or utility properties."
Poison Soaked Kukri,Weapon,Attunement,B+400 GP,WtHC,Poison,"Poison Soaked Kukri is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Pollinator Carapace,"Armor (leather, studded, or hide)","Yes-Druid, Ranger",400 GP,GSB,-,"Pollinator Carapace is enchanted armor that grants a special defensive, movement, sensory, or environmental benefit related to its theme."
Pollinator Pants,Wondrous Item,"Yes-Druid, Ranger",400 GP,GSB,-,"Pollinator Pants is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Pollinator Visor,Wondrous Item,"Yes-Druid, Ranger",400 GP,GSB,-,"Pollinator Visor is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Potbelly Plate,"Amor (breastplate, half plate, or plate)",Yes,400 GP,GSB,-,"Potbelly Plate is enchanted armor that grants a special defensive, movement, sensory, or environmental benefit related to its theme."
Potion of Animal Friendship,Potion,-,200 GP,DMG,-,"After drinking this potion, you can cast animal friendship for 1 hour."
Potion of Dragon's Breath (Uncommon),Wondrous Item,No,200 GP,GSB,-,"Potion of Dragon's Breath is a consumable magical preparation that grants a temporary restorative, transformative, protective, or utility effect when used."
Potion of Fire Breath,Potion,-,200 GP,DMG,Fire,"After drinking this potion, you can exhale fiery breath several times within 1 hour."
Potion of Giant Strength (Uncommon),Potion,-,Varies,DMG,-,"Drinking this potion sets the drinker's Strength to a value based on the giant type associated with the potion for 1 hour, unless the drinker's Strength is already higher."
Potion of Growth,Potion,-,200 GP,DMG,-,"After drinking this potion, you gain the enlarge effect for a limited time."
Potion of Healing (Uncommon),Potion,-,Varies,DMG,-,"Potion of Healing is a consumable magical preparation that grants a temporary restorative, transformative, protective, or utility effect when used."
Potion of Nature's Growth,Potion,No,200 GP,GSB,-,"Potion of Nature's Growth is a consumable magical preparation that grants a temporary restorative, transformative, protective, or utility effect when used."
Potion of Poison,Potion,-,200 GP,DMG,Poison,This liquid resembles a healing potion but poisons and damages a creature that drinks it.
Potion of Pugilism,Potion,-,200 GP,DMG,-,"Potion of Pugilism is a consumable magical preparation that grants a temporary restorative, transformative, protective, or utility effect when used."
Potion of Resistance,Potion,-,200 GP,DMG,-,"After drinking this potion, you gain resistance to one specified damage type for 1 hour."
Potion of Water Breathing,Potion,-,200 GP,DMG,-,"After drinking this potion, you can breathe underwater for 1 hour."
Pouch of Mephit Marbles,Wondrous Item,No,400 GP,GSB,-,"Pouch of Mephit Marbles is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Powergem Pommel (Uncommon),Wondrous Item,Yes,400 GP,GSB,-,Powergem Pommel is a magical stone or crystal that stores or releases a limited supernatural effect.
Prisoner's Flail,Weapon (flail),No,400 GP,GSB,Weapon's normal damage,"Prisoner's Flail is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Prized Pet Protector (Uncommon),Wondrous Item,No,400 GP,GSB,-,"Prized Pet Protector is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Prospector's Wand,Wand,Attunement,400 GP,EB,-,Prospector's Wand is a magical wand with a limited-use spell-like or supernatural effect that reflects its name.
Protector's Ward,Armor (shield),No,400 GP,GSB,-,"Protector's Ward is enchanted armor that grants a special defensive, movement, sensory, or environmental benefit related to its theme."
Prying Mace,Weapon (mace),No,400 GP,GSB,Weapon's normal damage,"Prying Mace is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Pufferfish Basher,Weapon (mace),,400 GP,GSB,Weapon's normal damage,"Pufferfish Basher is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Punchdrunk Fisticuffs,Wondrous Item,No,400 GP,GSB,-,"Punchdrunk Fisticuffs is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Quaal's Feather Token (Uncommon),Wondrous Item,-,Varies,DMG,-,"Quaal's Feather Token is a small magical charm that grants a limited protective, utility, or luck-related benefit."
Quillgun,Weapon (blowgun),No,400 GP,GSB,Weapon's normal damage,"Quillgun is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Quiver of Ehlonna,Wondrous Item,-,400 GP,DMG,-,"This extradimensional quiver can store large numbers of arrows, bows, javelins, and similar long objects."
Quiver of Energy,Wondrous Item,,400 GP,EB,-,"Quiver of Energy is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Radiant Quiver,Wondrous Item,Yes,400 GP,GSB,Radiant,"Radiant Quiver is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Raider's Hat,Wondrous Item,No,400 GP,GSB,-,"Raider's Hat is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Rat King Crown,Wondrous Item,Yes,400 GP,GSB,-,"Rat King Crown is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Rat King Rapier,Weapon (rapier),Yes,400 GP,GSB,Weapon's normal damage,"Rat King Rapier is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Rat King Sphere,Wondrous Item,Yes,400 GP,GSB,-,"Rat King Sphere is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
