Name,Type,Attunement,Price,Source,Damage,Description
Grimweaver's Shawl,Wondrous Item,Yes,"4,000 GP",GSB,-,"Grimweaver's Shawl is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Guard of the Valkyrie,Wondrous Item,Yes,"4,000 GP",GSB,-,"Guard of the Valkyrie is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Hagshead Flail,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Hagshead Flail is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Halberd of the Peacock,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Halberd of the Peacock is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Hammer of the Ram,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Hammer of the Ram is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Harbinger's Flail,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Harbinger's Flail is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Harp of Dragons,Wondrous Item,Yes-Bard,"4,000 GP",GSB,-,Harp of Dragons is a rare magical instrument that creates a significant supernatural effect when played or activated.
Harper Pin (Rare),Wondrous Item,Attunement,Varies,FRAiF,-,Harper Pin is a rare magical instrument that creates a significant supernatural effect when played or activated.
Harrier's Halberd,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Harrier's Halberd is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Hat of the Nimbus Mage,Wondrous Item,"Yes-Druid, Sorceror, Warlock, Wizard","4,000 GP",GSB,-,"Hat of the Nimbus Mage is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Healer's Voice,Wondrous Item,No,"4,000 GP",GSB,Cold,"Healer's Voice is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Heavenly Chalice,Wondrous Item,No,"4,000 GP",GSB,Cold,"Heavenly Chalice is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Heavy Golem Armor,Armor,Yes-Small Humanoid,"B+4,000 GP",GSB,-,"Heavy Golem Armor is a rare enchanted defensive item that grants improved protection and an additional magical defensive, reactive, movement, or environmental effect tied to its theme."
Hell's Bells,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Hell's Bells is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Hellish Reaper,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Hellish Reaper is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Helm of Heroes,Wondrous Item,Yes,"4,000 GP",GSB,-,"Helm of Heroes is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Helm of Teleportation,Wondrous Item,Attunement,"4,000 GP",DMG,-,This helm has charges that let you cast teleport.
Helm of the Headless,Wondrous Item,Yes,"4,000 GP",GSB,-,"Helm of the Headless is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Helm of the Minotaur,Wondrous Item,Yes,"4,000 GP",GSB,-,"Helm of the Minotaur is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Helm of the Ram,Wondrous Item,Yes,"4,000 GP",GSB,-,"Helm of the Ram is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Helm of the Sentinel,Wondrous Item,Attunement,"4,000 GP",EB,-,"Helm of the Sentinel is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Helmsmans Shelter,Armor,Yes,"B+4,000 GP",GSB,-,"Helmsmans Shelter is a rare enchanted defensive item that grants improved protection and an additional magical defensive, reactive, movement, or environmental effect tied to its theme."
Hero's Goblet,Wondrous Item,No,"4,000 GP",GSB,-,"Hero's Goblet is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Heward's Handy Haversack,Wondrous Item,-,"4,000 GP",DMG,-,"This backpack contains extradimensional compartments that hold far more than their apparent size. Retrieving a desired object is quick, though interactions with other extradimensional spaces can be dangerous."
Hidey Horse,Wondrous Item,No,"4,000 GP",GSB,-,"Hidey Horse is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Hoarder's Haul (Rare),Wondrous Item,No,"4,000 GP",GSB,-,"Hoarder's Haul is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Hobbystead (Rare),Wondrous Item,No,"4,000 GP",GSB,-,"Hobbystead is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Homeroot,Wondrous Item,No,"4,000 GP",GSB,-,"Homeroot is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Homeward Boots,Wondrous Item,Yes,"4,000 GP",GSB,-,Homeward Boots is rare magical footwear that significantly improves movement or grants a supernatural travel ability.
Honey Scepter,Rod,Yes-Spellcaster,"4,000 GP",GSB,-,"Honey Scepter is a rare magical rod with a powerful activated utility, control, defensive, or combat effect."
Horatio's Impossible Ship in a Bottle,Wondrous Item,No,"4,000 GP",GSB,-,"Horatio's Impossible Ship in a Bottle is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Horn of Blasting,Wondrous Item,-,"4,000 GP",DMG,Thunder + Force,"When sounded, this horn releases a destructive cone of thunderous force that can damage creatures and objects."
Horn of Valhalla (Rare),Wondrous Item,-,Varies,DMG,Weapon damage from summoned warriors,"Blowing this horn summons spectral berserk warriors that fight for the user for a limited time. The number and requirements depend on the horn's material, and the horn cannot be used again for several days."
Horn of Verdance,Wondrous Item,No,"4,000 GP",GSB,-,Horn of Verdance is a rare magical instrument that creates a significant supernatural effect when played or activated.
Horseshoes of Speed,Wondrous Item,-,"4,000 GP",DMG,-,"When affixed to a horse or similar creature, these horseshoes greatly increase its walking speed."
Houseward (Rare),Wondrous Item,-,"4,000 GP",EB,-,"Houseward is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Hunter's Cup,Wondrous Item,No,"4,000 GP",GSB,-,"Hunter's Cup is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Hydra Flail,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Hydra Flail is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Immovable Cat,Wondrous Item,No,"4,000 GP",GSB,-,"Immovable Cat is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Insatiable Tome,Wondrous Item,No,"4,000 GP",GSB,-,"Insatiable Tome is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Instrument of the Bards (Rare),Wondrous Item,Attunement,Varies,FRAiF,Varies,"This magical instrument can cast a set of spells, with additional spells determined by the instrument's type. A bard attuned to it also makes charm effects created by spells cast through the instrument harder to resist."
Ioun Stone (Rare),Wondrous Item,Attunement,Varies,DMG,Varies,"When released, this magic stone orbits the user's head and grants a benefit determined by its type. The stone can be attacked or grabbed while orbiting and can be suppressed by certain magic."
Iron Bands of Bilarro,Wondrous Item,-,"4,000 GP",DMG,Bludgeoning,"Throwing this iron sphere at a Large or smaller creature can expand it into restraining metal bands. A trapped creature can attempt to break free; after a successful escape, the bands cannot be used again until the next day."
Iron Rose,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Iron Rose is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Ironleaf Impaler,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Ironleaf Impaler is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Ironleaf Maul of Entanglement,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Ironleaf Maul of Entanglement is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Jar of Lightningflies,Wondrous Item,No,"4,000 GP",GSB,Lightning,"Jar of Lightningflies is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Jinxed Yarn,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Jinxed Yarn is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Jotun Frostcleaver,Weapon,Yes,"B+4,000 GP",GSB,Cold,"Jotun Frostcleaver is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Jotuns Jodhpurs,Wondrous Item,No,"4,000 GP",GSB,-,"Jotuns Jodhpurs is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Keeper's Fand,Weapon,,"4,000 GP",EB,-,"Keeper's Fand is a rare magical weapin with a significant utility, defensive, movement, control, or combat-related supernatural property."
Killskull Longbow of Dread,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Killskull Longbow of Dread is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Kinetic Bowstring,Wondrous Item,No,"4,000 GP",GSB,Weapon's normal damage,"Kinetic Bowstring is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
King Crab Claymore,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"King Crab Claymore is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Knights Standard of Valor,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Knights Standard of Valor is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Knights Standard of Vigor,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Knights Standard of Vigor is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Knights Standard of Virtue,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Knights Standard of Virtue is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Koi Regalia,Wondrous Item,Yes,"4,000 GP",GSB,-,"Koi Regalia is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Lamian Facestealer,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Lamian Facestealer is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Lamp of Moonlight,Wondrous Item,No,"4,000 GP",GSB,-,"Lamp of Moonlight is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Lantern Flail,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Lantern Flail is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Lantern of the Frost Watch,Wondrous Item,No,"4,000 GP",GSB,Cold,"Lantern of the Frost Watch is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Lash of the Spelldrinker,Weapon,Yes-Spellcaster,"B+4,000 GP",GSB,Weapon's normal damage,"Lash of the Spelldrinker is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Lazar's Magic Eye,Wondrous Item,Yes-Missing An Eye,"4,000 GP",GSB,-,"Lazar's Magic Eye is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Leeching Lash,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Leeching Lash is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Leeching Quarterstaff,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Leeching Quarterstaff is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Life's Flower Restorative,Wondrous Item,Yes-Missing a Limb,"4,000 GP",GSB,-,"Life's Flower Restorative is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Lifeburst,Weapon,"Yes-Cleric, Paladin","B+4,000 GP",GSB,Weapon's normal damage,"Lifeburst is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Lightning Khopesh,Weapon,No,"B+4,000 GP",GSB,Lightning,"Lightning Khopesh is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Lightning Pylons,Rod,No,"4,000 GP",GSB,Lightning,"Lightning Pylons is a rare magical rod with a powerful activated utility, control, defensive, or combat effect."
Lightning-Catching Bottle,Wondrous Item,No,"4,000 GP",GSB,Lightning,"Lightning-Catching Bottle is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Lightningcatcher Pauldron,Wondrous Item,Yes,"4,000 GP",GSB,Lightning,"Lightningcatcher Pauldron is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Lightscreen Hover Boots,Wondrous Item,Yes,"4,000 GP",GSB,-,Lightscreen Hover Boots is rare magical footwear that significantly improves movement or grants a supernatural travel ability.
Lionguard Chain,Armor,Yes,"B+4,000 GP",GSB,-,"Lionguard Chain is a rare enchanted defensive item that grants improved protection and an additional magical defensive, reactive, movement, or environmental effect tied to its theme."
Lithic Stone Fruit,Wondrous Item,No,"4,000 GP",GSB,-,"Lithic Stone Fruit is a rare magical stone or focus that stores, reveals, enhances, or releases a powerful supernatural effect."
Liulian's Hexsatchel,Wondrous Item,No,"4,000 GP",GSB,-,"Liulian's Hexsatchel is a rare magical storage or utility item with extradimensional, conjuration, retrieval, or transformation properties."
Living Wig (Rare),Wondrous Item,No,"4,000 GP",GSB,-,"While worn, you can mentally change the wig's hairstyle and color over 1 minute, including connected facial hair. It can produce real-looking hair from 1/4 inch to 3 feet long; cut hair immediately turns to ash. Putting on or removing the wig takes an action, and it returns to its normal form when removed."
Lucky Horseshoes,Wondrous Item,No,"4,000 GP",GSB,-,Lucky Horseshoes is rare magical footwear that significantly improves movement or grants a supernatural travel ability.
Lunar Compass,Wondrous Item,No,"4,000 GP",GSB,-,"Lunar Compass is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Lunar Rapier,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Lunar Rapier is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Mace of Disruption,Weapon,Attunement,"B+4,000 GP",DMG,Radiant,"This magic mace is especially dangerous to fiends and undead, dealing extra radiant damage and potentially destroying weakened undead."
Mace of Smiting,Weapon,-,"B+4,000 GP",DMG,Weapon's normal damage,This magic mace is particularly effective against constructs and can deal extra damage on critical hits.
Mace of Terror,Weapon,Attunement,"B+4,000 GP",DMG,Weapon's normal damage,"This magic mace has limited charges. The wielder can expend a charge to emit a wave of terror, forcing nearby creatures to make a Wisdom save or become frightened and flee."
Mace of the Priest,Weapon,Yes-Cleric,"B+4,000 GP",GSB,Weapon's normal damage,"Mace of the Priest is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Mace of Vampire Slaying,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Mace of Vampire Slaying is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Magecatcher Explosives,Wondrous Item,No,"4,000 GP",GSB,-,"Magecatcher Explosives is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Magen Handbell,Wondrous Item,-,"4,000 GP",NF,-,Magen Handbell is a rare magical instrument that creates a significant supernatural effect when played or activated.
Mageplate Cap,Wondrous Item,"Yes-Wizard, Sorcerer","4,000 GP",GSB,-,"Mageplate Cap is a rare enchanted defensive item that grants improved protection and an additional magical defensive, reactive, movement, or environmental effect tied to its theme."
Mageplate Ring,Ring,Yes,"4,000 GP",GSB,-,"Mageplate Ring is a rare enchanted defensive item that grants improved protection and an additional magical defensive, reactive, movement, or environmental effect tied to its theme."
Magma War Pick,Weapon,No,"B+4,000 GP",GSB,Fire,"Magma War Pick is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Magpie Kusarigama,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Magpie Kusarigama is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Magpie Kusarigama,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Magpie Kusarigama is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Manor Key,Wondrous Item,Attunement,"4,000 GP",EB,-,"Manor Key is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Mantis Mitts,Wondrous Item,Yes,"4,000 GP",GSB,-,"Mantis Mitts is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Mantle of Adaptivity,Wondrous Item,Yes-Human,"4,000 GP",GSB,-,"Mantle of Adaptivity is a rare magical garment that grants a strong protective, concealment, movement, sensory, or transformation effect while worn."
Mantle of Security,Wondrous Item,Yes,"4,000 GP",GSB,-,"Mantle of Security is a rare magical garment that grants a strong protective, concealment, movement, sensory, or transformation effect while worn."
Mantle of Spell Resistance,Wondrous Item,Attunement,"4,000 GP",DMG,-,"While wearing this mantle, you have advantage on saving throws against spells."
Mantle of the Mammoth,Wondrous Item,Yes,"4,000 GP",GSB,-,"Mantle of the Mammoth is a rare magical garment that grants a strong protective, concealment, movement, sensory, or transformation effect while worn."
Mantle of the Pack Lord,Wondrous Item,No,"4,000 GP",GSB,-,"Mantle of the Pack Lord is a rare magical garment that grants a strong protective, concealment, movement, sensory, or transformation effect while worn."
Marksman's Cloak,Wondrous Item,Yes-Ranger,"4,000 GP",GSB,-,"Marksman's Cloak is a rare magical garment that grants a strong protective, concealment, movement, sensory, or transformation effect while worn."
Marshwarden Bow,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Marshwarden Bow is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Martial Spatha,Weapon,"Yes-Barbarian, Fighter, Monk, Rogue","B+4,000 GP",GSB,Weapon's normal damage,"Martial Spatha is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Mask of the Hawk,Wondrous Item,Yes,"4,000 GP",GSB,-,"Mask of the Hawk is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Master Machinists Marvelous Mallet,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Master Machinists Marvelous Mallet is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Maul of the Guiding Star,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Maul of the Guiding Star is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Mechanical Wonder (Rare),Wondrous Item,-,Varies,FRHoF,-,"Mechanical Wonder is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Medallion of Hypnosis,Wondrous Item,Yes,"4,000 GP",GSB,-,"Medallion of Hypnosis is a rare neck-worn magic item that grants a substantial protective, restorative, sensory, or spell-like benefit."
Medusan Lavalier,Wondrous Item,No,"4,000 GP",GSB,Fire,"Medusan Lavalier is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Medzo's Blade,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Medzo's Blade is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Medzo's Crossbow,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Medzo's Crossbow is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Meteoric Javelin,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Meteoric Javelin is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Midnight Smoke,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Midnight Smoke is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Mirrorlight Carver,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Mirrorlight Carver is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Mirrorlight Edge,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Mirrorlight Edge is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Mirrorlight Stinger,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Mirrorlight Stinger is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Mistwalker Armor,Armor,Yes,"B+4,000 GP",GSB,-,"Mistwalker Armor is a rare enchanted defensive item that grants improved protection and an additional magical defensive, reactive, movement, or environmental effect tied to its theme."
Mobius Scroll,Scroll,Yes-Spellcaster,"2,000 GP",GSB,-,Mobius Scroll is a rare magical scroll or written item that releases a potent spell-like effect when properly used.
Monarch Mantle,Wondrous Item,Yes,"4,000 GP",GSB,-,"Monarch Mantle is a rare magical garment that grants a strong protective, concealment, movement, sensory, or transformation effect while worn."
Monocle of Clarity,Wondrous Item,No,"4,000 GP",GSB,-,"Monocle of Clarity is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Monster Tamers Shield,Armor,Yes,"B+4,000 GP",GSB,-,"Monster Tamers Shield is a rare enchanted defensive item that grants improved protection and an additional magical defensive, reactive, movement, or environmental effect tied to its theme."
Monster Tamers Sword,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Monster Tamers Sword is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Monstrous Mask,Wondrous Item,No,"4,000 GP",GSB,-,"Monstrous Mask is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Moonfallen Maul,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Moonfallen Maul is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Moonlit Aegis,Armor,Yes-Spellcaster,"B+4,000 GP",GSB,-,"Moonlit Aegis is a rare enchanted defensive item that grants improved protection and an additional magical defensive, reactive, movement, or environmental effect tied to its theme."
Moonlit Veil Candles,Wondrous Item,No,"4,000 GP",GSB,-,"Moonlit Veil Candles is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Moonstone Bracers,Wondrous Item,Yes,"4,000 GP",GSB,-,"Moonstone Bracers is a rare magical stone or focus that stores, reveals, enhances, or releases a powerful supernatural effect."
Moonswaddled Armor,Armor,No,"B+4,000 GP",GSB,-,"Moonswaddled Armor is a rare enchanted defensive item that grants improved protection and an additional magical defensive, reactive, movement, or environmental effect tied to its theme."
Mosshide Troll Belt,Wondrous Item,Yes,"4,000 GP",GSB,-,"Mosshide Troll Belt is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Mourningsteel Barricade,Armor,Yes,"B+4,000 GP",GSB,-,"Mourningsteel Barricade is a rare enchanted defensive item that grants improved protection and an additional magical defensive, reactive, movement, or environmental effect tied to its theme."
Mourningsteel Exlipse,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Mourningsteel Exlipse is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Mourningsteel Obol,Wondrous Item,No,"4,000 GP",GSB,-,"Mourningsteel Obol is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Mourningsteel Saber,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Mourningsteel Saber is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Mourningsteel Stiletto,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Mourningsteel Stiletto is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Mourningsteel War Banner,Wondrous Item,No,"4,000 GP",GSB,-,"Mourningsteel War Banner is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Murderous Arrow,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Murderous Arrow is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Myceliaweave Armor,Armor,Yes,"B+4,000 GP",GSB,-,"Myceliaweave Armor is a rare enchanted defensive item that grants improved protection and an additional magical defensive, reactive, movement, or environmental effect tied to its theme."
Mythallar Cloak,Wondrous Item,Attunement,"4,000 GP",DMG,-,This cloak is tied to mythallar-style arcane magic and grants the specific defensive or spellcasting benefits defined by its source entry; its exact mechanics depend on that version of the item.
Naga's Caduceus of Rebirth,Rod,No,"4,000 GP",GSB,-,"Naga's Caduceus of Rebirth is a rare magical rod with a powerful activated utility, control, defensive, or combat effect."
Nail of Mundanity,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Nail of Mundanity is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Nana's Wooden Spoon,Rod,Yes,"4,000 GP",GSB,-,"Nana's Wooden Spoon is a rare magical rod with a powerful activated utility, control, defensive, or combat effect."
Narwhal Stiletto,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Narwhal Stiletto is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Necklace of Fireballs,Wondrous Item,-,"2,000 GP",DMG,Fire,Detaching and throwing a bead creates a fireball; throwing multiple beads increases the spell's power.
Necklace of Prayer Beads,Wondrous Item,Attunement,"2,000 GP",DMG,Varies,"This necklace contains several magical beads selected when the item is created. Each bead can be used as a bonus action to cast a particular divine spell, and used beads recharge at dawn."
Necrolace,Wondrous Item,Yes-Spellcaster,"4,000 GP",GSB,-,"Necrolace is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Necromancer's Lantern,Wondrous Item,"Yes-Warlock, Wizard","4,000 GP",GSB,-,"Necromancer's Lantern is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Nevermore's Vigil,Rod,Yes-Warlock,"4,000 GP",GSB,-,"Nevermore's Vigil is a rare magical rod with a powerful activated utility, control, defensive, or combat effect."
Nexus Shield,Armor,Yes,"B+4,000 GP",GSB,-,"Nexus Shield is a rare enchanted defensive item that grants improved protection and an additional magical defensive, reactive, movement, or environmental effect tied to its theme."
Night Hawk Slayer,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Night Hawk Slayer is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Nightmare Flask,Wondrous Item,No,"4,000 GP",GSB,-,"Nightmare Flask is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Nightstalker Armor of the Northeastern Wind,Armor,Yes,"B+4,000 GP",GSB,-,"Nightstalker Armor of the Northeastern Wind is a rare enchanted defensive item that grants improved protection and an additional magical defensive, reactive, movement, or environmental effect tied to its theme."
Nightstalker's Mask,Wondrous Item,Yes,"4,000 GP",GSB,-,"Nightstalker's Mask is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
